Weekday,Lat,Long,Count,Avg_speed,Chennai_colleges,Chennai_hotels,Chennai_schools,Chennai_hospitals,Chennai_markets,Chennai_transport_stand,Chennai_religious_places,Chennai_tourist_places
Wednesday,12.527065,79.898048,6,49,0,0,0,0,0,0,0,0
Wednesday,12.643432,79.938473,6,50,0,0,0,0,0,0,0,0
Wednesday,12.987754,80.118356,6,30,0,0,0,0,0,0,0,0
Wednesday,12.727934,79.982622,6,27,0,0,0,0,0,0,0,0
Wednesday,12.77084,80.007711,6,50,0,0,0,0,0,0,0,0
Wednesday,12.922596,80.135821,6,33,0,0,0,2,0,0,0,0
Wednesday,12.825826,80.040727,5,54,0,0,0,0,0,0,0,0
Wednesday,12.953553,80.212095,5,40,0,0,0,1,0,0,0,0
Wednesday,12.733517,79.983654,5,52,0,0,0,0,0,0,0,0
Wednesday,12.922621,80.146528,5,33,0,0,2,1,0,0,1,1
Wednesday,13.061526,80.246826,5,34,4,9,5,7,1,7,4,1
Wednesday,12.678686,79.980132,5,30,0,0,0,0,0,0,0,0
Wednesday,12.971725,80.219381,5,44,0,0,1,2,0,3,3,0
Wednesday,12.923576,80.157696,5,41,0,0,2,0,0,0,0,0
Wednesday,12.582019,79.91889,5,57,0,0,0,0,0,0,0,0
Wednesday,12.704411,79.973162,5,48,0,0,0,0,0,0,0,0
Wednesday,12.924731,80.099706,4,26,0,0,0,0,0,0,0,0
Wednesday,12.919266,80.179916,4,31,0,0,0,0,0,1,0,0
Wednesday,13.060479,80.25434,4,32,9,13,5,8,1,7,1,2
Wednesday,12.953934,80.161319,4,26,0,0,0,0,0,0,0,0
Wednesday,12.948665,80.206339,4,39,0,0,0,1,0,0,0,0
Wednesday,12.919817,80.171377,4,33,0,0,1,0,0,1,0,1
Wednesday,12.60258,79.920273,4,44,0,0,0,0,0,0,0,0
Wednesday,12.921985,80.094133,4,31,0,0,0,1,0,0,0,0
Wednesday,12.803876,80.026072,4,57,0,0,0,0,0,0,0,0
Wednesday,12.991605,80.115355,4,30,0,0,0,0,0,0,0,0
Wednesday,12.609411,79.922402,4,50,0,0,0,0,0,0,0,0
Wednesday,12.95718,80.151396,4,45,0,1,0,2,0,0,0,0
Wednesday,12.83092,80.04594,4,54,0,0,0,0,0,0,0,0
Wednesday,12.614432,79.925271,4,56,0,0,0,0,0,0,0,0
Wednesday,12.723498,79.981837,4,16,0,0,0,0,0,0,0,0
Wednesday,12.709089,79.977492,4,51,0,0,0,0,0,0,0,0
Wednesday,12.815835,80.033858,4,49,0,0,0,0,0,0,0,0
Wednesday,12.984765,80.122052,3,33,0,0,0,0,0,0,0,0
Wednesday,12.922683,80.151853,3,38,0,0,2,1,0,0,1,1
Wednesday,12.950245,80.178488,3,23,0,1,0,0,0,1,0,0
Wednesday,12.699975,79.968773,3,38,0,0,0,0,0,0,0,0
Wednesday,12.91836,80.0818,3,24,0,0,0,1,0,0,0,1
Wednesday,12.691487,79.980614,3,28,0,0,0,0,0,0,0,0
Wednesday,12.667957,79.972725,3,44,0,0,0,0,0,0,0,0
Wednesday,12.658449,79.960314,3,26,0,0,0,0,0,0,0,0
Wednesday,12.779812,80.01172,3,54,0,0,0,0,0,0,0,0
Wednesday,12.639306,79.935976,3,48,0,0,0,0,0,0,0,0
Wednesday,12.948654,80.190324,2,35,0,0,0,1,0,0,1,0
Wednesday,12.921595,80.165618,2,37,0,0,2,0,0,1,0,1
Wednesday,12.997559,80.105382,2,26,0,0,0,0,0,0,0,0
Wednesday,12.925546,80.104398,2,13,0,0,0,2,0,0,0,0
Wednesday,13.056582,80.097428,2,30,0,0,0,0,0,1,0,0
Wednesday,13.033826,80.267932,2,22,4,1,2,3,2,5,20,1
Wednesday,12.540277,79.904401,2,56,0,0,0,0,0,0,0,0
Wednesday,12.925921,80.182572,2,31,0,0,0,0,0,0,0,0
Wednesday,13.082946,80.161586,2,38,1,0,1,0,0,0,0,0
Wednesday,12.784551,80.013691,2,44,0,0,0,0,0,0,0,0
Wednesday,12.598005,79.919608,2,48,0,0,0,0,0,0,0,0
Wednesday,12.514417,79.888285,2,44,0,0,0,0,0,0,0,0
Wednesday,12.572158,79.916154,2,56,0,0,0,0,0,0,0,0
Wednesday,12.509666,79.884816,2,14,0,0,0,0,0,0,0,0
Wednesday,12.789516,80.016524,2,36,0,0,0,0,0,0,0,0
Wednesday,13.0479,80.120304,1,45,0,0,0,0,0,0,0,0
Wednesday,12.663697,79.968255,1,51,0,0,0,0,0,0,0,0
Wednesday,12.951659,80.172087,1,0,0,1,0,0,0,1,0,0
Wednesday,12.948496,80.198644,1,44,0,0,0,0,0,0,1,0
Wednesday,12.589368,79.919389,1,58,0,0,0,0,0,0,0,0
Wednesday,13.002487,80.098676,1,29,0,0,0,0,0,1,0,0
Wednesday,13.05717,80.106783,1,48,0,0,0,0,0,0,0,0
Wednesday,12.930224,80.080118,1,33,0,0,0,0,0,0,0,0
Wednesday,13.048773,80.085651,1,53,0,0,0,0,0,0,0,0
Wednesday,12.977131,80.131628,1,29,0,0,0,1,0,0,0,0
Wednesday,13.012796,80.102539,1,15,0,0,1,0,0,0,0,0
Wednesday,12.496291,79.872184,1,58,0,0,0,0,0,0,0,0
Wednesday,13.008359,80.091465,1,58,0,0,0,0,0,0,0,0
Wednesday,13.070246,80.182138,1,11,4,0,0,0,0,0,0,0
Wednesday,12.71422,79.98012,1,43,0,0,0,0,0,0,0,0
Wednesday,12.630791,79.931575,1,58,0,0,0,0,0,0,0,0
Wednesday,12.685681,79.959317,1,21,0,0,0,0,0,0,0,0
Wednesday,12.536014,79.902542,1,54,0,0,0,0,0,0,0,0
Thursday,13.004443,80.201093,74,41,1,0,0,2,2,0,2,1
Thursday,12.953441,80.141649,73,28,0,1,0,0,0,1,0,0
Thursday,12.958086,80.144205,67,31,0,2,0,1,0,1,0,0
Thursday,13.013735,80.222936,63,34,2,1,2,2,1,3,4,0
Thursday,12.987214,80.175736,62,34,0,0,0,0,0,0,0,1
Thursday,13.007645,80.204606,58,43,0,0,0,2,2,6,2,2
Thursday,13.067596,80.249655,57,11,5,11,7,7,2,3,2,4
Thursday,13.002043,80.196814,57,40,1,1,0,1,2,0,2,1
Thursday,12.93012,80.121233,57,35,1,0,0,3,0,4,0,0
Thursday,12.911093,80.101297,55,41,0,0,0,0,0,1,0,0
Thursday,12.915165,80.103794,53,42,0,0,0,0,0,0,0,0
Thursday,12.998438,80.19222,51,35,1,1,0,0,1,1,2,1
Thursday,12.949332,80.138712,48,32,0,1,1,2,0,2,1,0
Thursday,12.933619,80.124752,48,35,0,0,0,1,0,4,0,0
Thursday,12.926698,80.117885,48,34,1,0,0,6,0,4,0,0
Thursday,13.008221,80.209535,47,44,0,0,0,2,0,6,2,1
Thursday,12.962658,80.14643,47,37,0,1,0,1,0,1,0,0
Thursday,12.990406,80.180235,47,37,0,0,0,1,0,1,0,1
Thursday,12.899477,80.09092,47,46,0,0,0,0,0,1,0,1
Thursday,13.01196,80.22724,47,33,4,1,1,2,0,0,3,0
Thursday,13.066758,80.254233,46,11,6,9,7,8,2,3,3,3
Thursday,12.917985,80.108438,46,43,0,0,0,2,0,0,0,0
Thursday,12.94243,80.133153,45,42,0,0,1,2,0,4,0,1
Thursday,12.99565,80.188478,44,31,0,2,0,0,0,1,0,0
Thursday,12.895107,80.087664,43,46,0,0,0,0,0,0,0,0
Thursday,12.879269,80.080382,43,25,0,0,0,0,0,2,0,1
Thursday,13.018036,80.224705,42,31,2,1,2,2,1,3,6,1
Thursday,13.010161,80.214856,42,41,1,0,0,1,0,6,2,1
Thursday,12.906942,80.096887,42,35,0,0,0,0,0,1,0,1
Thursday,13.061694,80.247544,42,4,5,9,5,8,1,7,4,1
Thursday,12.973926,80.15408,42,44,0,0,0,0,0,1,0,3
Thursday,12.938434,80.1292,40,40,0,0,1,1,0,3,0,1
Thursday,12.923271,80.114352,40,39,1,0,0,6,0,4,0,0
Thursday,13.042819,80.24757,39,29,6,13,4,4,0,8,8,3
Thursday,12.884829,80.082473,38,43,0,0,0,0,0,1,0,1
Thursday,13.027594,80.234772,38,31,9,2,0,2,0,3,3,0
Thursday,12.984463,80.171715,37,41,0,0,0,0,0,0,0,1
Thursday,12.970226,80.150502,36,39,0,1,0,0,0,1,0,0
Thursday,13.053955,80.253199,32,34,9,7,8,6,1,9,4,3
Thursday,12.891148,80.085098,32,49,0,0,0,0,0,0,0,0
Thursday,13.02472,80.22915,30,28,2,0,0,0,1,3,7,1
Thursday,12.976832,80.158226,30,48,0,0,0,0,0,0,0,3
Thursday,13.036319,80.246238,30,31,6,11,4,9,0,7,1,2
Thursday,12.99341,80.184475,28,34,0,1,0,1,0,1,0,0
Thursday,13.031689,80.240882,26,33,9,6,1,6,0,2,3,3
Thursday,13.04727,80.248475,25,32,5,14,5,3,0,10,9,2
Thursday,13.054365,80.258714,25,28,8,9,8,7,2,6,5,3
Thursday,12.981664,80.167262,25,48,0,0,0,0,0,0,0,1
Thursday,12.857203,80.070222,22,39,0,0,0,0,0,0,0,0
Thursday,13.006617,80.255654,22,24,1,1,6,3,0,1,0,2
Thursday,12.849103,80.064011,22,37,0,0,0,0,0,0,0,0
Thursday,12.979544,80.162357,21,46,0,0,0,0,0,0,0,4
Thursday,12.862839,80.07389,20,32,0,0,0,0,0,0,0,0
Thursday,13.05391,80.263528,19,30,4,11,9,3,2,5,6,2
Thursday,12.868492,80.075868,17,42,0,0,0,0,0,1,0,0
Thursday,13.06697,80.270199,17,27,2,19,11,6,3,5,8,4
Thursday,13.070996,80.258405,17,29,5,24,8,5,1,3,9,6
Thursday,12.692385,79.979843,15,29,0,0,0,0,0,0,0,0
Thursday,12.84458,80.060269,15,35,0,0,0,0,0,0,0,0
Thursday,13.006785,80.247846,15,22,3,0,3,1,0,0,1,4
Thursday,12.873523,80.077788,14,49,0,0,0,0,0,2,0,1
Thursday,12.841198,80.057023,13,42,0,0,0,0,0,0,0,0
Thursday,12.977764,80.224031,12,14,0,0,2,2,1,2,3,0
Thursday,12.686122,79.983488,12,30,0,0,0,0,0,0,0,0
Thursday,13.066331,80.244932,12,35,1,7,5,3,1,3,6,1
Thursday,12.759277,80.003159,12,43,0,0,0,0,0,0,0,0
Thursday,12.922551,80.14298,11,27,0,0,1,1,0,0,1,1
Thursday,12.918303,80.178164,11,40,0,0,0,0,0,1,0,0
Thursday,12.696616,79.977082,11,21,0,0,0,0,0,0,0,0
Thursday,13.008302,80.232974,11,29,3,1,1,1,0,0,0,3
Thursday,12.773309,80.008812,11,50,0,0,0,0,0,0,0,0
Thursday,12.964017,80.216141,10,28,0,0,0,0,0,2,0,0
Thursday,12.707462,79.976303,10,49,0,0,0,0,0,0,0,0
Thursday,13.072174,80.263949,10,25,3,25,6,4,1,7,11,6
Thursday,12.829417,80.044537,9,51,0,0,0,0,0,0,0,0
Thursday,13.010692,80.259089,9,22,2,1,5,1,0,0,1,2
Thursday,12.922892,80.128331,9,30,1,0,0,1,0,2,0,0
Thursday,12.836981,80.052287,9,47,0,0,0,0,0,0,0,0
Thursday,12.922575,80.134356,8,28,0,0,0,1,0,0,0,0
Thursday,12.702588,79.970568,8,47,0,0,0,0,0,0,0,0
Thursday,12.922708,80.15024,8,28,0,0,2,1,0,0,1,1
Thursday,12.972033,80.219506,7,23,0,0,1,2,0,3,3,0
Thursday,12.754795,80.001035,7,53,0,0,0,0,0,0,0,0
Thursday,13.007101,80.238961,7,26,3,0,1,0,0,0,1,6
Thursday,12.819184,80.036291,7,42,0,0,0,0,0,0,0,0
Thursday,12.768699,80.006645,7,47,0,0,0,0,0,0,0,0
Thursday,12.654924,79.941985,7,52,0,0,0,0,0,0,0,0
Thursday,12.919656,80.171449,7,39,0,0,1,0,0,1,0,1
Thursday,12.764127,80.004602,7,34,0,0,0,0,0,0,0,0
Thursday,12.722149,79.981501,7,36,0,0,0,0,0,0,0,0
Thursday,12.802769,80.025392,6,48,0,0,0,0,0,0,0,0
Thursday,12.980272,80.228222,6,8,0,0,1,2,1,1,2,0
Thursday,12.656356,79.950081,6,44,0,0,0,0,0,0,0,0
Thursday,12.948585,80.197613,6,24,0,0,0,0,0,0,1,0
Thursday,12.823525,80.039057,6,38,0,0,0,0,0,0,0,0
Thursday,12.793476,80.018995,6,52,0,0,0,0,0,0,0,0
Thursday,13.061954,80.266214,5,30,3,21,10,5,3,7,5,3
Thursday,12.923626,80.157516,5,22,0,0,2,0,0,0,0,0
Thursday,12.946362,80.183759,5,25,0,0,0,1,0,0,1,0
Thursday,12.729766,79.982713,5,52,0,0,0,0,0,0,0,0
Thursday,12.525153,79.897149,5,56,0,0,0,0,0,0,0,0
Thursday,13.018797,80.261258,5,37,2,0,3,0,0,1,5,2
Thursday,12.782974,80.013138,5,54,0,0,0,0,0,0,0,0
Thursday,12.921878,80.16462,5,38,0,0,2,0,0,1,0,1
Thursday,12.674114,79.976813,5,31,0,0,0,0,0,0,0,0
Thursday,12.870888,80.104364,4,32,0,0,0,0,0,0,0,0
Thursday,12.648184,79.940815,4,48,0,0,0,0,0,0,0,0
Thursday,12.54195,79.904676,4,45,0,0,0,0,0,0,0,0
Thursday,12.514288,79.888176,4,32,0,0,0,0,0,0,0,0
Thursday,12.563658,79.913506,3,56,0,0,0,0,0,0,0,0
Thursday,12.965817,80.202328,3,29,0,0,0,0,0,0,0,0
Thursday,13.041076,80.268158,3,18,4,4,1,5,2,2,11,0
Thursday,13.000243,80.097502,3,24,0,0,0,0,0,1,0,0
Thursday,12.920827,80.089594,3,38,0,0,0,1,0,0,0,0
Thursday,12.508737,79.882742,3,26,0,0,0,0,0,0,0,0
Thursday,12.862653,80.1269,3,23,0,0,0,0,0,0,0,0
Thursday,12.743122,79.992531,3,34,0,0,0,0,0,0,0,0
Thursday,12.669737,79.974801,3,41,0,0,0,0,0,0,0,0
Thursday,12.642998,79.938229,3,57,0,0,0,0,0,0,0,0
Thursday,12.873337,80.093335,3,52,0,0,0,0,0,0,0,0
Thursday,12.809147,80.029444,2,58,0,0,0,0,0,0,0,0
Thursday,12.948716,80.190001,2,12,0,0,0,1,0,0,1,0
Thursday,12.957816,80.213749,2,44,0,0,0,0,0,1,0,0
Thursday,12.964782,80.210092,2,26,0,0,0,0,0,1,0,0
Thursday,12.678732,79.980076,2,28,0,0,0,0,0,0,0,0
Thursday,12.924396,80.098888,2,28,0,0,0,0,0,0,0,0
Thursday,12.98313,80.128249,2,20,0,0,0,0,0,0,0,0
Thursday,12.857364,80.134205,2,33,0,0,0,0,0,0,0,0
Thursday,12.529554,79.899312,2,58,0,0,0,0,0,0,0,0
Thursday,12.851687,80.13964,2,28,0,0,1,0,0,0,0,0
Thursday,13.043992,80.085355,2,40,0,0,0,0,0,0,0,0
Thursday,12.585734,79.919495,2,55,0,0,0,0,0,0,0,0
Thursday,12.813759,80.032252,2,58,0,0,0,0,0,0,0,0
Thursday,12.840945,80.136128,2,40,0,0,0,0,0,1,0,0
Thursday,12.823915,80.169061,1,37,0,0,0,0,0,0,0,0
Thursday,12.484454,79.862988,1,56,0,0,0,0,0,0,0,0
Thursday,12.792016,80.217527,1,33,0,0,0,0,0,0,0,0
Thursday,12.900797,80.228086,1,20,1,6,0,0,0,0,0,0
Thursday,12.98146,80.233766,1,50,0,0,0,2,0,2,1,0
Thursday,12.964795,80.197713,1,27,0,0,0,0,0,0,0,0
Thursday,12.665256,79.969248,1,57,0,0,0,0,0,0,0,0
Thursday,13.045018,80.115601,1,24,0,0,0,0,0,0,0,0
Thursday,12.611394,79.923573,1,58,0,0,0,0,0,0,0,0
Thursday,12.736739,79.987293,1,60,0,0,0,0,0,0,0,0
Thursday,12.63742,79.934799,1,52,0,0,0,0,0,0,0,0
Thursday,12.472627,79.855262,1,59,0,0,0,0,0,0,0,0
Thursday,13.056546,80.097259,1,51,0,0,0,0,0,1,0,0
Thursday,12.955412,80.15431,1,57,0,0,0,1,0,0,0,0
Thursday,13.010128,80.092576,1,56,0,0,0,0,0,0,0,0
Thursday,12.952919,80.186552,1,30,0,0,0,1,0,0,1,0
Thursday,13.052977,80.272676,1,0,3,3,7,5,3,3,14,6
Thursday,13.169839,80.239495,1,0,0,0,0,0,0,0,0,0
Thursday,12.630748,79.93135,1,53,0,0,0,0,0,0,0,0
Thursday,12.519879,79.893293,1,58,0,0,0,0,0,0,0,0
Thursday,12.660604,79.960994,1,16,0,0,0,0,0,0,0,0
Thursday,12.948493,80.208717,1,39,0,0,0,1,0,0,0,0
Friday,12.933033,80.124305,75,32,0,0,0,1,0,4,0,0
Friday,13.013642,80.222776,72,32,2,1,2,2,1,2,4,0
Friday,12.938991,80.129491,71,39,0,0,1,1,0,3,0,1
Friday,12.953154,80.141455,68,23,0,1,0,0,0,1,0,0
Friday,13.010972,80.217182,65,39,2,1,0,1,0,6,2,1
Friday,12.949167,80.138551,65,31,0,1,1,2,0,2,1,0
Friday,12.902846,80.093656,64,39,0,0,0,0,0,1,0,1
Friday,12.911883,80.101346,63,39,0,0,0,0,0,1,0,0
Friday,13.00493,80.201447,60,40,1,0,0,3,2,0,2,1
Friday,12.959322,80.144879,60,30,0,1,0,1,0,0,0,0
Friday,12.929319,80.120411,60,31,1,0,0,5,0,4,0,0
Friday,12.942896,80.133398,58,40,0,0,1,2,0,4,0,1
Friday,12.90701,80.096568,57,32,0,0,0,0,0,1,0,1
Friday,13.012034,80.227125,55,32,3,1,1,2,0,0,3,0
Friday,12.915851,80.10489,52,42,0,0,0,0,0,0,0,0
Friday,12.988538,80.177602,52,33,0,0,0,1,0,0,0,1
Friday,12.919306,80.110083,51,41,0,0,0,4,0,0,0,0
Friday,12.897889,80.089743,51,48,0,0,0,0,0,0,0,1
Friday,13.009291,80.2125,51,39,0,0,0,2,0,6,2,1
Friday,13.00214,80.197211,50,35,1,0,0,1,2,0,2,1
Friday,13.007477,80.205824,50,44,0,0,0,2,1,6,2,2
Friday,13.017742,80.224859,49,31,2,1,2,2,1,3,6,1
Friday,12.970207,80.150476,49,39,0,1,0,0,0,1,0,0
Friday,12.963776,80.14706,48,36,0,1,0,1,0,1,0,0
Friday,12.893693,80.086779,48,45,0,0,0,0,0,0,0,0
Friday,12.974077,80.154355,47,43,0,0,0,0,0,1,0,3
Friday,12.924788,80.115864,47,41,1,0,0,6,0,4,0,0
Friday,12.882461,80.081669,43,35,0,0,0,0,0,1,0,1
Friday,12.985567,80.173556,42,37,0,0,0,0,0,0,0,1
Friday,12.991504,80.181556,42,35,0,0,0,1,0,1,0,1
Friday,12.999341,80.193394,41,39,1,1,0,0,1,1,2,1
Friday,12.887493,80.083576,39,47,0,0,0,0,0,1,0,1
Friday,13.030394,80.238498,37,37,8,5,1,6,0,1,2,2
Friday,13.032899,80.243274,34,31,7,8,2,8,0,4,2,3
Friday,12.995673,80.188704,33,35,0,2,0,0,0,1,0,0
Friday,12.982166,80.167788,32,50,0,0,0,0,0,0,0,1
Friday,13.03736,80.246579,29,30,6,14,4,8,0,7,2,2
Friday,12.977035,80.158556,29,46,0,0,0,0,0,0,0,3
Friday,13.065899,80.247857,28,25,4,10,6,7,2,3,3,2
Friday,13.027531,80.234496,27,40,9,2,0,2,0,3,3,0
Friday,13.050153,80.249816,26,35,8,10,7,4,0,10,9,2
Friday,12.979702,80.162696,23,49,0,0,0,0,0,0,0,4
Friday,13.022548,80.22678,22,32,1,0,1,1,1,4,7,2
Friday,12.83966,80.055097,22,45,0,0,0,0,0,0,0,0
Friday,13.066844,80.254036,21,18,5,9,7,8,2,3,3,3
Friday,13.042389,80.247572,20,30,7,13,4,6,0,8,7,3
Friday,13.068368,80.269358,19,23,2,19,10,6,2,4,10,3
Friday,12.877111,80.079529,18,27,0,0,0,0,0,2,0,1
Friday,13.007295,80.238092,18,24,3,0,1,0,0,0,1,6
Friday,13.006814,80.251701,17,23,3,1,4,2,0,1,0,2
Friday,13.071527,80.259128,17,29,4,27,8,5,1,5,10,6
Friday,13.054402,80.253878,16,34,10,6,8,7,1,8,4,3
Friday,12.863585,80.074145,14,39,0,0,0,0,0,0,0,0
Friday,12.843568,80.05955,14,40,0,0,0,0,0,0,0,0
Friday,12.658308,79.944253,14,52,0,0,0,0,0,0,0,0
Friday,12.868435,80.075752,13,43,0,0,0,0,0,1,0,0
Friday,12.766339,80.005514,13,44,0,0,0,0,0,0,0,0
Friday,13.006694,80.24345,13,23,5,0,2,1,0,0,1,6
Friday,12.831333,80.046388,12,50,0,0,0,0,0,0,0,0
Friday,13.008467,80.231813,12,32,3,1,1,1,0,0,0,3
Friday,13.054355,80.264044,12,28,3,10,9,3,2,4,6,2
Friday,13.062113,80.245361,12,29,4,8,5,5,0,6,6,1
Friday,12.689366,79.982401,11,28,0,0,0,0,0,0,0,0
Friday,12.698294,79.970462,10,26,0,0,0,0,0,0,0,0
Friday,12.949009,80.185147,10,32,0,0,0,1,0,0,1,0
Friday,12.694423,79.978464,10,24,0,0,0,0,0,0,0,0
Friday,13.012815,80.259235,10,37,2,1,5,1,0,0,3,3
Friday,12.796286,80.021048,10,45,0,0,0,0,0,0,0,0
Friday,12.848623,80.063651,9,45,0,0,0,0,0,0,0,0
Friday,12.836258,80.051817,9,52,0,0,0,0,0,0,0,0
Friday,12.656428,79.949791,9,47,0,0,0,0,0,0,0,0
Friday,12.7317,79.982856,9,46,0,0,0,0,0,0,0,0
Friday,12.76088,80.003407,9,38,0,0,0,0,0,0,0,0
Friday,12.858472,80.070957,9,49,0,0,0,0,0,0,0,0
Friday,12.791454,80.017684,9,50,0,0,0,0,0,0,0,0
Friday,12.804093,80.026152,9,55,0,0,0,0,0,0,0,0
Friday,12.821444,80.037815,9,45,0,0,0,0,0,0,0,0
Friday,12.785586,80.014179,9,49,0,0,0,0,0,0,0,0
Friday,12.772068,80.008289,9,53,0,0,0,0,0,0,0,0
Friday,13.022385,80.263431,8,18,2,1,5,2,0,2,7,2
Friday,13.063594,80.274099,7,20,3,18,13,9,3,5,6,4
Friday,13.006792,80.257327,7,29,1,1,5,2,0,1,0,2
Friday,12.922874,80.127183,7,28,1,0,0,1,0,2,0,0
Friday,12.676346,79.978495,7,23,0,0,0,0,0,0,0,0
Friday,12.656576,79.955503,7,46,0,0,0,0,0,0,0,0
Friday,12.723739,79.981616,7,38,0,0,0,0,0,0,0,0
Friday,12.816042,80.034022,7,50,0,0,0,0,0,0,0,0
Friday,12.653425,79.940111,7,56,0,0,0,0,0,0,0,0
Friday,12.53673,79.902802,6,55,0,0,0,0,0,0,0,0
Friday,12.956019,80.152565,6,42,0,0,0,2,0,0,0,0
Friday,13.067764,80.178615,6,21,4,0,0,0,0,0,0,0
Friday,12.91918,80.17356,6,35,0,0,1,0,0,1,0,1
Friday,12.920694,80.16809,6,35,0,0,1,0,0,1,0,1
Friday,12.680722,79.981294,6,22,0,0,0,0,0,0,0,0
Friday,13.077959,80.280924,6,29,1,8,3,2,0,15,5,8
Friday,13.065254,80.240816,6,26,8,5,4,2,0,3,6,2
Friday,12.954355,80.159344,6,47,0,0,0,1,0,0,0,0
Friday,13.039902,80.267814,6,21,4,4,2,4,2,3,15,0
Friday,12.923394,80.15445,6,30,0,0,1,0,0,0,1,1
Friday,12.922396,80.139489,6,27,0,0,0,1,0,0,1,1
Friday,13.05331,80.270001,6,18,2,5,9,4,3,3,14,3
Friday,12.68475,79.983443,5,27,0,0,0,0,0,0,0,0
Friday,12.51025,79.885073,5,35,0,0,0,0,0,0,0,0
Friday,12.991034,80.115909,5,22,0,0,0,0,0,0,0,0
Friday,12.739769,79.989512,5,53,0,0,0,0,0,0,0,0
Friday,13.077018,80.208071,5,24,6,0,1,3,0,7,1,0
Friday,12.827209,80.042248,5,53,0,0,0,0,0,0,0,0
Friday,12.662032,79.967304,5,43,0,0,0,0,0,0,0,0
Friday,12.948663,80.206094,5,31,0,0,0,1,0,0,0,0
Friday,12.96334,80.215956,5,26,0,0,0,0,0,2,0,0
Friday,12.923119,80.160891,5,43,0,0,2,0,0,0,0,0
Friday,12.9651,80.19322,5,23,0,0,0,0,0,0,0,0
Friday,13.062082,80.262747,5,17,5,19,5,8,2,5,4,1
Friday,13.076185,80.202087,4,32,7,1,2,4,0,20,1,0
Friday,12.995269,80.111275,4,22,0,0,0,0,0,0,0,0
Friday,13.10556,80.279634,4,32,3,0,2,3,2,5,4,1
Friday,13.085596,80.288941,4,18,2,2,6,3,7,6,8,4
Friday,13.073284,80.276,4,27,1,5,4,2,1,12,5,3
Friday,12.919241,80.179634,4,38,0,0,0,0,0,1,0,0
Friday,12.948466,80.194753,4,26,0,0,0,1,0,0,1,0
Friday,12.755252,80.001272,4,50,0,0,0,0,0,0,0,0
Friday,12.55375,79.90772,4,58,0,0,0,0,0,0,0,0
Friday,12.924298,80.182864,4,23,0,0,0,1,0,0,0,0
Friday,13.058295,80.258166,4,33,10,11,9,7,2,6,3,2
Friday,12.710112,79.977921,3,47,0,0,0,0,0,0,0,0
Friday,12.953051,80.165389,3,45,0,1,0,0,0,0,0,0
Friday,13.064833,80.172255,3,19,1,0,0,0,0,0,0,0
Friday,12.671561,79.976124,3,33,0,0,0,0,0,0,0,0
Friday,12.922625,80.149768,3,20,0,0,2,1,0,0,1,1
Friday,12.951079,80.174819,3,28,0,1,0,0,0,1,0,0
Friday,13.070423,80.182929,3,24,4,0,0,0,0,0,0,0
Friday,12.501234,79.876329,3,55,0,0,0,0,0,0,0,0
Friday,12.968472,80.217913,3,51,0,0,0,1,0,3,3,0
Friday,12.541317,79.90442,3,53,0,0,0,0,0,0,0,0
Friday,12.747865,79.996284,3,58,0,0,0,0,0,0,0,0
Friday,12.627387,79.929976,2,32,0,0,0,0,0,0,0,0
Friday,13.075124,80.195713,2,40,3,1,0,1,0,16,0,0
Friday,13.075412,80.214518,2,24,8,0,1,8,0,1,0,1
Friday,12.986476,80.119259,2,22,0,0,0,0,0,0,0,0
Friday,12.575325,79.916969,2,54,0,0,0,0,0,0,0,0
Friday,12.703822,79.97209,2,33,0,0,0,0,0,0,0,0
Friday,12.94849,80.199422,2,20,0,0,0,0,0,0,1,0
Friday,12.97553,80.220644,2,19,0,0,1,2,0,2,4,0
Friday,12.615112,79.925513,2,48,0,0,0,0,0,0,0,0
Friday,12.49612,79.872126,2,56,0,0,0,0,0,0,0,0
Friday,12.633237,79.932455,2,30,0,0,0,0,0,0,0,0
Friday,12.979733,80.227179,2,24,0,0,1,2,1,1,3,0
Friday,13.100271,80.294208,1,27,3,2,2,3,4,0,3,1
Friday,13.073562,80.190446,1,42,4,0,0,0,0,10,0,0
Friday,13.076526,80.237964,1,44,7,1,8,14,0,2,3,2
Friday,13.056586,80.098477,1,17,0,0,0,0,0,1,0,0
Friday,13.017978,80.102646,1,37,0,0,1,0,0,0,0,0
Friday,12.915615,80.078487,1,21,0,0,0,0,0,0,0,1
Friday,12.716096,79.9806,1,56,0,0,0,0,0,0,0,0
Friday,13.02925,80.266478,1,29,1,1,4,1,2,5,17,1
Friday,13.107768,80.268551,1,44,1,0,0,0,0,2,1,0
Friday,12.645683,79.939663,1,42,0,0,0,0,0,0,0,0
Friday,12.610794,79.923158,1,58,0,0,0,0,0,0,0,0
Friday,12.777572,80.010708,1,50,0,0,0,0,0,0,0,0
Friday,12.603771,79.920275,1,51,0,0,0,0,0,0,0,0
Friday,12.564748,79.914099,1,58,0,0,0,0,0,0,0,0
Friday,12.546921,79.905619,1,58,0,0,0,0,0,0,0,0
Saturday,12.932588,80.123686,22,34,0,0,0,1,0,5,0,0
Saturday,12.953466,80.141827,18,29,0,1,0,0,0,1,0,0
Saturday,12.999948,80.194143,17,35,1,1,0,0,1,1,2,1
Saturday,13.001857,80.198718,16,36,1,0,0,4,2,0,3,1
Saturday,12.929386,80.120408,15,26,1,0,0,5,0,4,0,0
